 year , adminClass , economicClass , budgetPhase , sum ,
nom,nom,nom,nom,target,
 2014 , 40 , 6434 , revised , 6150.0 ,
 2013 , 40 , 6265 , reserved , 0.0 ,
 2013 , 50 , 6012 , reserved , 0.0 ,
 2015 , 45 , 6262 , reserved , 4597.74 ,
 2014 , 45 , 6263 , reserved , 0.0 ,
 2015 , 30 , 6612 , draft , 0.0 ,
 2014 , 20 , 6021 , reserved , 100999.99 ,
 2014 , 25 , 6482 , approved , 0.0 ,
 2014 , 35 , 6615 , draft , 0.0 ,
 2015 , 30 , 6611 , draft , 0.0 ,
 2013 , 50 , 6072 , executed , 0.0 ,
 2013 , 35 , 6614 , draft , 0.0 ,
 2015 , 25 , 6483 , approved , 0.0 ,
 2015 , 40 , 6434 , revised , 0.0 ,
 2013 , 40 , 6264 , reserved , 0.0 ,
 2015 , 30 , 6662 , revised , 0.0 ,
 2015 , 70 , 6622 , revised , 0.0 ,
 2015 , 45 , 7334 , reserved , 0.0 ,
 2013 , 50 , 6011 , reserved , 0.0 ,
 2014 , 25 , 6054 , executed , 0.0 ,
 2015 , 25 , 6055 , executed , 0.0 ,
 2014 , 45 , 7333 , reserved , 0.0 ,
 2013 , 45 , 7336 , reserved , 0.0 ,
 2013 , 40 , 7332 , reserved , 0.0 ,
 2014 , 20 , 6062 , executed , 0.0 ,
 2015 , 20 , 6063 , executed , 4022.72 ,
 2015 , 10 , 6231 , reserved , 0.0 ,
 2015 , 25 , 6484 , approved , 0.0 ,
 2013 , 25 , 7122 , executed , 0.0 ,
 2015 , 70 , 6621 , revised , 0.0 ,
 2015 , 50 , 6423 , revised , 0.0 ,
 2013 , 50 , 6277 , reserved , 0.0 ,
 2015 , 50 , 6271 , reserved , 0.0 ,
 2013 , 30 , 6051 , executed , 128091.53 ,
 2013 , 25 , 7422 , approved , 0.0 ,
 2014 , 50 , 6422 , revised , 0.0 ,
 2014 , 25 , 6055 , executed , 0.0 ,
 2015 , 25 , 6054 , executed , 0.0 ,
 2014 , 45 , 7334 , reserved , 0.0 ,
 2015 , 45 , 7333 , reserved , 0.0 ,
 2013 , 45 , 7335 , reserved , 0.0 ,
 2015 , 20 , 6062 , executed , 0.0 ,
 2013 , 40 , 7331 , reserved , 0.0 ,
 2014 , 20 , 6063 , executed , 14168.92 ,
 2014 , 10 , 6231 , reserved , 0.0 ,
 2013 , 10 , 6631 , draft , 0.0 ,
 2014 , 25 , 6484 , approved , 0.0 ,
 2014 , 50 , 6423 , revised , 0.0 ,
 2013 , 25 , 7121 , executed , 0.0 ,
 2014 , 70 , 6621 , revised , 0.0 ,
 2013 , 25 , 7423 , approved , 0.0 ,
 2015 , 50 , 6422 , revised , 0.0 ,
 2013 , 50 , 6276 , reserved , 0.0 ,
 2013 , 10 , 6236 , reserved , 56.85 ,
 2013 , 40 , 6266 , reserved , 0.0 ,
 2014 , 50 , 6271 , reserved , 0.0 ,
 2013 , 20 , 7424 , approved , 0.0 ,
 2015 , 45 , 7332 , reserved , 0.0 ,
 2014 , 45 , 7331 , reserved , 0.0 ,
 2014 , 45 , 6266 , reserved , 0.0 ,
 2015 , 35 , 6051 , executed , 28234.12 ,
 2014 , 25 , 6052 , executed , 0.0 ,
 2015 , 20 , 6061 , executed , 0.0 ,
 2014 , 10 , 6232 , reserved , 14016.0 ,
 2015 , 10 , 6233 , reserved , 0.0 ,
 2013 , 40 , 7334 , reserved , 0.0 ,
 2014 , 40 , 7335 , reserved , 0.0 ,
 2013 , 10 , 6632 , draft , 0.0 ,
 2015 , 40 , 7336 , reserved , 0.0 ,
 2013 , 50 , 6275 , reserved , 0.0 ,
 2013 , 10 , 6235 , reserved , 0.0 ,
 2014 , 50 , 6272 , reserved , 0.0 ,
 2015 , 50 , 6273 , reserved , 0.0 ,
 2013 , 50 , 6142 , reserved , 0.0 ,
 2013 , 20 , 7425 , approved , 0.0 ,
 2013 , 10 , 6634 , draft , 500.0 ,
 2014 , 45 , 7332 , reserved , 0.0 ,
 2015 , 45 , 7331 , reserved , 0.0 ,
 2015 , 45 , 6266 , reserved , 0.0 ,
 2015 , 25 , 6052 , executed , 0.0 ,
 2014 , 35 , 6051 , executed , 23729.04 ,
 2013 , 40 , 7333 , reserved , 0.0 ,
 2014 , 20 , 6061 , executed , 10826.58 ,
 2013 , 50 , 6141 , reserved , 0.0 ,
 2014 , 10 , 6233 , reserved , 0.0 ,
 2015 , 10 , 6232 , reserved , 16835.0 ,
 2013 , 25 , 7421 , approved , 0.0 ,
 2015 , 40 , 7335 , reserved , 0.0 ,
 2014 , 40 , 7336 , reserved , 0.0 ,
 2013 , 10 , 6633 , draft , 0.0 ,
 2013 , 50 , 6274 , reserved , 0.0 ,
 2013 , 10 , 6234 , reserved , 0.0 ,
 2014 , 50 , 6273 , reserved , 0.0 ,
 2015 , 50 , 6272 , reserved , 0.0 ,
 2013 , 35 , 6051 , executed , 22633.36 ,
 2013 , 45 , 7332 , reserved , 0.0 ,
 2014 , 10 , 6634 , draft , 2000.0 ,
 2014 , 20 , 7425 , approved , 0.0 ,
 2015 , 20 , 7424 , approved , 0.0 ,
 2013 , 50 , 6273 , reserved , 0.0 ,
 2014 , 50 , 6274 , reserved , 0.0 ,
 2014 , 10 , 6234 , reserved , 0.0 ,
 2015 , 10 , 6235 , reserved , 0.0 ,
 2015 , 50 , 6275 , reserved , 0.0 ,
 2015 , 50 , 6142 , reserved , 0.0 ,
 2014 , 10 , 6633 , draft , 0.0 ,
 2015 , 10 , 6632 , draft , 0.0 ,
 2013 , 40 , 7336 , reserved , 0.0 ,
 2014 , 25 , 7421 , approved , 0.0 ,
 2015 , 40 , 7334 , reserved , 0.0 ,
 2013 , 10 , 6233 , reserved , 0.0 ,
 2014 , 50 , 6141 , reserved , 0.0 ,
 2013 , 20 , 6061 , executed , 8567.57 ,
 2014 , 40 , 7333 , reserved , 0.0 ,
 2013 , 25 , 6052 , executed , 0.0 ,
 2013 , 45 , 6266 , reserved , 0.0 ,
 2013 , 45 , 7331 , reserved , 0.0 ,
 2015 , 10 , 6634 , draft , 3000.0 ,
 2014 , 20 , 7424 , approved , 0.0 ,
 2015 , 20 , 7425 , approved , 0.0 ,
 2014 , 50 , 6142 , reserved , 0.0 ,
 2013 , 50 , 6272 , reserved , 0.0 ,
 2014 , 50 , 6275 , reserved , 0.0 ,
 2014 , 10 , 6235 , reserved , 0.0 ,
 2015 , 10 , 6234 , reserved , 0.0 ,
 2015 , 50 , 6274 , reserved , 0.0 ,
 2014 , 10 , 6632 , draft , 0.0 ,
 2015 , 10 , 6633 , draft , 0.0 ,
 2013 , 40 , 7335 , reserved , 0.0 ,
 2015 , 25 , 7421 , approved , 0.0 ,
 2014 , 40 , 7334 , reserved , 0.0 ,
 2013 , 10 , 6232 , reserved , 17520.0 ,
 2015 , 50 , 6141 , reserved , 0.0 ,
 2015 , 40 , 7333 , reserved , 0.0 ,
 2015 , 45 , 7336 , reserved , 38027.3 ,
 2014 , 45 , 7335 , reserved , 0.0 ,
 2013 , 45 , 7334 , reserved , 0.0 ,
 2013 , 25 , 6055 , executed , 0.0 ,
 2015 , 50 , 6011 , reserved , 0.0 ,
 2013 , 50 , 6271 , reserved , 0.0 ,
 2014 , 40 , 6266 , reserved , 0.0 ,
 2014 , 50 , 6276 , reserved , 0.0 ,
 2014 , 10 , 6236 , reserved , 130.65 ,
 2015 , 50 , 6277 , reserved , 0.0 ,
 2014 , 25 , 7423 , approved , 0.0 ,
 2015 , 30 , 6051 , executed , 94942.28 ,
 2015 , 25 , 7422 , approved , 0.0 ,
 2013 , 70 , 6621 , revised , 0.0 ,
 2014 , 25 , 7121 , executed , 0.0 ,
 2015 , 25 , 7122 , executed , 0.0 ,
 2013 , 50 , 6423 , revised , 0.0 ,
 2013 , 25 , 6484 , approved , 0.0 ,
 2014 , 10 , 6631 , draft , 0.0 ,
 2013 , 10 , 6231 , reserved , 0.0 ,
 2013 , 20 , 6063 , executed , 17736.69 ,
 2014 , 40 , 7331 , reserved , 0.0 ,
 2015 , 40 , 7332 , reserved , 0.0 ,
 2014 , 45 , 7336 , reserved , 22313.98 ,
 2015 , 45 , 7335 , reserved , 0.0 ,
 2013 , 45 , 7333 , reserved , 0.0 ,
 2013 , 25 , 6054 , executed , 0.0 ,
 2014 , 50 , 6011 , reserved , 0.0 ,
 2013 , 50 , 6422 , revised , 0.0 ,
 2014 , 30 , 6051 , executed , 135458.79 ,
 2014 , 25 , 7422 , approved , 0.0 ,
 2015 , 25 , 7423 , approved , 0.0 ,
 2014 , 50 , 6277 , reserved , 0.0 ,
 2015 , 10 , 6236 , reserved , 60.0 ,
 2015 , 40 , 6266 , reserved , 0.0 ,
 2015 , 50 , 6276 , reserved , 0.0 ,
 2014 , 25 , 7122 , executed , 0.0 ,
 2015 , 25 , 7121 , executed , 0.0 ,
 2015 , 10 , 6631 , draft , 0.0 ,
 2015 , 40 , 7331 , reserved , 0.0 ,
 2013 , 20 , 6062 , executed , 1000.0 ,
 2014 , 40 , 7332 , reserved , 0.0 ,
 2014 , 40 , 6255 , approved , 0.0 ,
 2014 , 20 , 6235 , approved , 0.0 ,
 2015 , 40 , 6254 , approved , 0.0 ,
 2015 , 20 , 6234 , approved , 0.0 ,
 2015 , 70 , 6279 , executed , 0.0 ,
 2014 , 70 , 6072 , reserved , 0.0 ,
 2014 , 50 , 6241 , approved , 0.0 ,
 2014 , 40 , 7131 , executed , 0.0 ,
 2013 , 40 , 7325 , approved , 0.0 ,
 2014 , 00 , 6821 , revised , 2000.0 ,
 2015 , 00 , 6822 , revised , 2000.0 ,
 2013 , 40 , 7134 , executed , 0.0 ,
 2015 , 15 , 7421 , reserved , 0.0 ,
 2014 , 15 , 6621 , draft , 0.0 ,
 2013 , 20 , 6232 , approved , 0.0 ,
 2015 , 40 , 7132 , executed , 0.0 ,
 2014 , 20 , 7111 , executed , 0.0 ,
 2013 , 35 , 6055 , executed , 0.0 ,
 2015 , 20 , 7112 , executed , 0.0 ,
 2014 , 35 , 7121 , executed , 0.0 ,
 2015 , 35 , 7122 , executed , 0.0 ,
 2014 , 45 , 7324 , approved , 0.0 ,
 2014 , 35 , 7423 , approved , 0.0 ,
 2015 , 35 , 7422 , approved , 0.0 ,
 2015 , 45 , 7323 , approved , 0.0 ,
 2014 , 45 , 7135 , executed , 0.0 ,
 2014 , 30 , 6052 , executed , 28583.06 ,
 2013 , 35 , 6484 , approved , 0.0 ,
 2014 , 50 , 6692 , revised , 0.0 ,
 2015 , 50 , 6693 , revised , 0.0 ,
 2013 , 45 , 7321 , approved , 0.0 ,
 2014 , 70 , 6012 , executed , 1119.05 ,
 2015 , 70 , 6013 , executed , 0.0 ,
 2013 , 20 , 6041 , executed , 275623.94 ,
 2014 , 10 , 7424 , reserved , 0.0 ,
 2015 , 10 , 7425 , reserved , 0.0 ,
 2014 , 40 , 6254 , approved , 0.0 ,
 2014 , 20 , 6234 , approved , 0.0 ,
 2015 , 40 , 6255 , approved , 0.0 ,
 2015 , 20 , 6235 , approved , 0.0 ,
 2015 , 70 , 6072 , reserved , 0.0 ,
 2015 , 50 , 6241 , approved , 0.0 ,
 2014 , 70 , 6279 , executed , 1204.05 ,
 2013 , 40 , 7326 , approved , 0.0 ,
 2014 , 00 , 6822 , revised , 2000.0 ,
 2015 , 00 , 6821 , revised , 22000.0 ,
 2013 , 40 , 7133 , executed , 0.0 ,
 2015 , 40 , 7131 , executed , 0.0 ,
 2013 , 30 , 7421 , approved , 0.0 ,
 2014 , 15 , 7421 , reserved , 0.0 ,
 2013 , 20 , 6233 , approved , 0.0 ,
 2015 , 15 , 6621 , draft , 0.0 ,
 2013 , 80 , 8232 , draft , 0.0 ,
 2014 , 40 , 7132 , executed , 0.0 ,
 2015 , 20 , 7111 , executed , 0.0 ,
 2013 , 35 , 6054 , executed , 0.0 ,
 2014 , 20 , 7112 , executed , 0.0 ,
 2014 , 35 , 7122 , executed , 0.0 ,
 2015 , 35 , 7121 , executed , 0.0 ,
 2015 , 45 , 7135 , executed , 0.0 ,
 2015 , 30 , 6052 , executed , 18204.05 ,
 2014 , 35 , 7422 , approved , 0.0 ,
 2014 , 45 , 7323 , approved , 0.0 ,
 2015 , 45 , 7324 , approved , 0.0 ,
 2015 , 35 , 7423 , approved , 0.0 ,
 2014 , 50 , 6693 , revised , 0.0 ,
 2015 , 50 , 6692 , revised , 0.0 ,
 2014 , 70 , 6013 , executed , 0.0 ,
 2015 , 70 , 6012 , executed , 695.16 ,
 2013 , 45 , 7322 , approved , 0.0 ,
 2014 , 10 , 7425 , reserved , 0.0 ,
 2015 , 10 , 7424 , reserved , 0.0 ,
 2014 , 15 , 7422 , reserved , 0.0 ,
 2015 , 15 , 7423 , reserved , 0.0 ,
 2013 , 30 , 7422 , approved , 0.0 ,
 2013 , 25 , 6051 , executed , 0.0 ,
 2013 , 30 , 7122 , executed , 0.0 ,
 2015 , 20 , 6236 , approved , 0.0 ,
 2013 , 80 , 8231 , draft , 23900.0 ,
 2015 , 30 , 6484 , approved , 0.0 ,
 2013 , 40 , 7323 , approved , 0.0 ,
 2014 , 00 , 6823 , revised , 1000.0 ,
 2014 , 40 , 7322 , approved , 0.0 ,
 2015 , 10 , 6471 , executed , 0.0 ,
 2015 , 40 , 7321 , approved , 0.0 ,
 2014 , 45 , 7326 , approved , 23355.43 ,
 2015 , 45 , 7325 , approved , 0.0 ,
 2014 , 45 , 7133 , executed , 0.0 ,
 2015 , 45 , 7134 , executed , 0.0 ,
 2013 , 45 , 6254 , approved , 0.0 ,
 2014 , 35 , 7421 , approved , 0.0 ,
 2015 , 50 , 6691 , revised , 0.0 ,
 2014 , 30 , 6054 , executed , 0.0 ,
 2015 , 30 , 6055 , executed , 0.0 ,
 2013 , 45 , 7132 , executed , 0.0 ,
 2013 , 30 , 7423 , approved , 0.0 ,
 2013 , 35 , 6052 , executed , 0.0 ,
 2014 , 15 , 7423 , reserved , 0.0 ,
 2015 , 15 , 7422 , reserved , 0.0 ,
 2014 , 20 , 6236 , approved , 0.0 ,
 2013 , 30 , 7121 , executed , 0.0 ,
 2013 , 15 , 6484 , reserved , 0.0 ,
 2014 , 30 , 6484 , approved , 0.0 ,
 2013 , 40 , 7324 , approved , 0.0 ,
 2015 , 00 , 6823 , revised , 1000.0 ,
 2013 , 40 , 7135 , executed , 0.0 ,
 2013 , 20 , 6231 , approved , 0.0 ,
 2014 , 40 , 7321 , approved , 0.0 ,
 2014 , 10 , 6471 , executed , 0.0 ,
 2015 , 40 , 7322 , approved , 0.0 ,
 2013 , 45 , 7131 , executed , 0.0 ,
 2015 , 45 , 7133 , executed , 0.0 ,
 2014 , 45 , 7325 , approved , 0.0 ,
 2015 , 45 , 7326 , approved , 0.0 ,
 2014 , 45 , 7134 , executed , 0.0 ,
 2013 , 45 , 6255 , approved , 0.0 ,
 2015 , 35 , 7421 , approved , 0.0 ,
 2014 , 50 , 6691 , revised , 0.0 ,
 2013 , 20 , 6042 , executed , 0.0 ,
 2014 , 30 , 6055 , executed , 0.0 ,
 2015 , 30 , 6054 , executed , 0.0 ,
 2013 , 40 , 7321 , approved , 0.0 ,
 2013 , 10 , 6471 , executed , 0.0 ,
 2014 , 20 , 6231 , approved , 0.0 ,
 2014 , 40 , 7135 , executed , 0.0 ,
 2014 , 40 , 7324 , approved , 0.0 ,
 2015 , 40 , 7323 , approved , 0.0 ,
 2013 , 30 , 6484 , approved , 0.0 ,
 2015 , 80 , 8231 , draft , 19950.0 ,
 2014 , 15 , 6484 , reserved , 0.0 ,
 2014 , 30 , 7121 , executed , 0.0 ,
 2015 , 30 , 7122 , executed , 0.0 ,
 2013 , 20 , 6236 , approved , 0.0 ,
 2013 , 15 , 7423 , reserved , 0.0 ,
 2014 , 35 , 6052 , executed , 0.0 ,
 2014 , 30 , 7423 , approved , 0.0 ,
 2015 , 25 , 6051 , executed , 0.0 ,
 2015 , 30 , 7422 , approved , 0.0 ,
 2015 , 45 , 7132 , executed , 0.0 ,
 2013 , 30 , 6055 , executed , 0.0 ,
 2014 , 20 , 6042 , executed , 0.0 ,
 2013 , 50 , 6691 , revised , 0.0 ,
 2014 , 45 , 6255 , approved , 0.0 ,
 2015 , 45 , 6254 , approved , 0.0 ,
 2013 , 45 , 7134 , executed , 0.0 ,
 2013 , 45 , 7325 , approved , 0.0 ,
 2014 , 45 , 7131 , executed , 0.0 ,
 2013 , 40 , 7322 , approved , 0.0 ,
 2015 , 20 , 6231 , approved , 0.0 ,
 2013 , 00 , 6823 , revised , 0.0 ,
 2014 , 40 , 7323 , approved , 0.0 ,
 2015 , 40 , 7324 , approved , 0.0 ,
 2015 , 40 , 7135 , executed , 0.0 ,
 2015 , 15 , 6484 , reserved , 0.0 ,
 2014 , 80 , 8231 , draft , 19850.0 ,
 2014 , 30 , 7122 , executed , 0.0 ,
 2015 , 30 , 7121 , executed , 0.0 ,
 2014 , 30 , 7422 , approved , 0.0 ,
 2014 , 25 , 6051 , executed , 0.0 ,
 2015 , 30 , 7423 , approved , 0.0 ,
 2013 , 15 , 7422 , reserved , 0.0 ,
 2015 , 35 , 6052 , executed , 5815.72 ,
 2014 , 45 , 7132 , executed , 0.0 ,
 2013 , 30 , 6054 , executed , 0.0 ,
 2015 , 20 , 6042 , executed , 0.0 ,
 2013 , 35 , 7421 , approved , 0.0 ,
 2014 , 45 , 6254 , approved , 0.0 ,
 2015 , 45 , 6255 , approved , 0.0 ,
 2013 , 45 , 7133 , executed , 0.0 ,
 2015 , 45 , 7131 , executed , 0.0 ,
 2013 , 45 , 7326 , approved , 53734.22 ,
 2013 , 20 , 7112 , executed , 0.0 ,
 2014 , 35 , 6054 , executed , 0.0 ,
 2015 , 35 , 6055 , executed , 0.0 ,
 2013 , 40 , 7132 , executed , 0.0 ,
 2014 , 80 , 8232 , draft , 0.0 ,
 2014 , 20 , 6233 , approved , 14999.83 ,
 2015 , 20 , 6232 , approved , 0.0 ,
 2013 , 15 , 7421 , reserved , 0.0 ,
 2015 , 40 , 7134 , executed , 0.0 ,
 2014 , 30 , 7421 , approved , 0.0 ,
 2014 , 40 , 7133 , executed , 0.0 ,
 2013 , 00 , 6822 , revised , 2000.0 ,
 2014 , 40 , 7326 , approved , 0.0 ,
 2015 , 40 , 7325 , approved , 0.0 ,
 2013 , 20 , 6234 , approved , 0.0 ,
 2013 , 40 , 6254 , approved , 0.0 ,
 2013 , 10 , 7425 , reserved , 0.0 ,
 2015 , 20 , 6041 , executed , 153073.48 ,
 2014 , 45 , 7322 , approved , 0.0 ,
 2015 , 45 , 7321 , approved , 0.0 ,
 2013 , 70 , 6013 , executed , 0.0 ,
 2013 , 50 , 6693 , revised , 0.0 ,
 2015 , 35 , 6484 , approved , 0.0 ,
 2013 , 45 , 7323 , approved , 0.0 ,
 2013 , 35 , 7422 , approved , 0.0 ,
 2013 , 35 , 7122 , executed , 0.0 ,
 2014 , 35 , 6055 , executed , 0.0 ,
 2015 , 35 , 6054 , executed , 0.0 ,
 2013 , 20 , 7111 , executed , 0.0 ,
 2015 , 80 , 8232 , draft , 0.0 ,
 2014 , 20 , 6232 , approved , 0.0 ,
 2015 , 20 , 6233 , approved , 0.0 ,
 2013 , 15 , 6621 , draft , 0.0 ,
 2015 , 30 , 7421 , approved , 0.0 ,
 2014 , 40 , 7134 , executed , 0.0 ,
 2013 , 00 , 6821 , revised , 2000.0 ,
 2014 , 40 , 7325 , approved , 0.0 ,
 2015 , 40 , 7326 , approved , 0.0 ,
 2013 , 40 , 7131 , executed , 0.0 ,
 2015 , 40 , 7133 , executed , 0.0 ,
 2013 , 70 , 6072 , reserved , 0.0 ,
 2013 , 50 , 6241 , approved , 0.0 ,
 2013 , 40 , 6255 , approved , 0.0 ,
 2013 , 20 , 6235 , approved , 0.0 ,
 2013 , 10 , 7424 , reserved , 0.0 ,
 2014 , 20 , 6041 , executed , 274888.7 ,
 2013 , 70 , 6012 , executed , 375.12 ,
 2014 , 45 , 7321 , approved , 0.0 ,
 2015 , 45 , 7322 , approved , 0.0 ,
 2013 , 50 , 6692 , revised , 0.0 ,
 2014 , 35 , 6484 , approved , 0.0 ,
 2013 , 45 , 7135 , executed , 0.0 ,
 2013 , 30 , 6052 , executed , 28709.61 ,
 2013 , 45 , 7324 , approved , 0.0 ,
 2013 , 35 , 7423 , approved , 0.0 ,
 2013 , 35 , 7121 , executed , 0.0 ,
 2015 , 10 , 6211 , executed , 0.0 ,
 2015 , 15 , 6481 , reserved , 0.0 ,
 2013 , 15 , 6622 , draft , 0.0 ,
 2013 , 70 , 6277 , executed , 0.0 ,
 2015 , 70 , 6271 , executed , 0.0 ,
 2013 , 25 , 6162 , reserved , 0.0 ,
 2013 , 35 , 6671 , revised , 0.0 ,
 2013 , 40 , 6252 , approved , 0.0 ,
 2013 , 50 , 6242 , approved , 0.0 ,
 2013 , 20 , 6661 , revised , 0.0 ,
 2015 , 15 , 7413 , executed , 0.0 ,
 2015 , 25 , 6615 , draft , 0.0 ,
 2014 , 45 , 6251 , approved , 0.0 ,
 2014 , 00 , 6494 , reserved , 386.22 ,
 2015 , 00 , 6495 , reserved , 32229.80 ,
 2013 , 40 , 6681 , revised , 0.0 ,
 2013 , 70 , 6011 , executed , 140572.4 ,
 2014 , 15 , 7412 , executed , 0.0 ,
 2015 , 35 , 6482 , approved , 0.0 ,
 2015 , 10 , 6022 , approved , 2791.85 ,
 2013 , 25 , 6613 , draft , 0.0 ,
 2014 , 40 , 6682 , revised , 0.0 ,
 2014 , 35 , 6483 , approved , 0.0 ,
 2015 , 50 , 6115 , approved , 0.0 ,
 2014 , 30 , 6672 , revised , 1000.0 ,
 2015 , 30 , 6673 , revised , 0.0 ,
 2014 , 10 , 6211 , executed , 827.26 ,
 2014 , 15 , 6481 , reserved , 0.0 ,
 2013 , 30 , 6481 , approved , 0.0 ,
 2013 , 70 , 6276 , executed , 0.0 ,
 2014 , 70 , 6271 , executed , 0.0 ,
 2013 , 10 , 6474 , executed , 0.0 ,
 2013 , 40 , 6253 , approved , 0.0 ,
 2013 , 50 , 6243 , approved , 0.0 ,
 2014 , 15 , 7413 , executed , 0.0 ,
 2014 , 25 , 6615 , draft , 0.0 ,
 2014 , 35 , 6482 , approved , 0.0 ,
 2015 , 15 , 7412 , executed , 0.0 ,
 2014 , 00 , 6495 , reserved , 35007.93 ,
 2015 , 00 , 6494 , reserved , 2000.0 ,
 2015 , 45 , 6251 , approved , 0.0 ,
 2015 , 40 , 6682 , revised , 0.0 ,
 2015 , 35 , 6483 , approved , 0.0 ,
 2014 , 10 , 6022 , approved , 4265.28 ,
 2013 , 25 , 6614 , draft , 0.0 ,
 2014 , 50 , 6115 , approved , 0.0 ,
 2014 , 30 , 6673 , revised , 0.0 ,
 2015 , 30 , 6672 , revised , 1000.0 ,
 2015 , 45 , 6681 , revised , 0.0 ,
 2013 , 30 , 6482 , approved , 0.0 ,
 2014 , 10 , 6212 , executed , 0.0 ,
 2015 , 10 , 6213 , executed , 0.0 ,
 2014 , 15 , 6482 , reserved , 0.0 ,
 2013 , 70 , 6275 , executed , 0.0 ,
 2014 , 70 , 6272 , executed , 0.0 ,
 2015 , 70 , 6273 , executed , 0.0 ,
 2013 , 70 , 6142 , executed , 0.0 ,
 2014 , 50 , 7312 , approved , 0.0 ,
 2015 , 10 , 7411 , executed , 0.0 ,
 2015 , 15 , 6483 , reserved , 0.0 ,
 2013 , 35 , 6673 , revised , 0.0 ,
 2013 , 10 , 6473 , executed , 0.0 ,
 2013 , 50 , 6244 , approved , 0.0 ,
 2015 , 50 , 7311 , approved , 0.0 ,
 2013 , 50 , 6111 , approved , 0.0 ,
 2013 , 00 , 6491 , reserved , 14878.00 ,
 2014 , 35 , 6481 , approved , 0.0 ,
 2014 , 10 , 6021 , approved , 270768.07 ,
 2014 , 00 , 6492 , reserved , 96885.74 ,
 2014 , 45 , 6253 , approved , 0.0 ,
 2015 , 00 , 6493 , reserved , 0.0 ,
 2015 , 45 , 6252 , approved , 0.0 ,
 2014 , 50 , 6114 , approved , 0.0 ,
 2015 , 30 , 6671 , revised , 54600.0 ,
 2013 , 40 , 6251 , approved , 0.0 ,
 2014 , 45 , 6681 , revised , 0.0 ,
 2015 , 15 , 6482 , reserved , 0.0 ,
 2014 , 10 , 6213 , executed , 0.0 ,
 2015 , 10 , 6212 , executed , 0.0 ,
 2013 , 70 , 6141 , executed , 0.0 ,
 2013 , 25 , 6611 , draft , 0.0 ,
 2013 , 50 , 6245 , approved , 0.0 ,
 2015 , 50 , 7312 , approved , 0.0 ,
 2013 , 70 , 6274 , executed , 0.0 ,
 2014 , 70 , 6273 , executed , 0.0 ,
 2015 , 70 , 6272 , executed , 0.0 ,
 2014 , 15 , 6483 , reserved , 0.0 ,
 2013 , 30 , 6483 , approved , 0.0 ,
 2014 , 10 , 7411 , executed , 0.0 ,
 2013 , 25 , 6662 , revised , 0.0 ,
 2013 , 45 , 6682 , revised , 0.0 ,
 2013 , 10 , 6472 , executed , 0.0 ,
 2014 , 50 , 7311 , approved , 0.0 ,
 2013 , 35 , 6672 , revised , 30000.0 ,
 2013 , 50 , 6112 , approved , 0.0 ,
 2015 , 35 , 6481 , approved , 0.0 ,
 2013 , 25 , 6612 , draft , 0.0 ,
 2015 , 50 , 6114 , approved , 0.0 ,
 2014 , 00 , 6493 , reserved , 0.0 ,
 2014 , 45 , 6252 , approved , 0.0 ,
 2015 , 10 , 6021 , approved , 189864.21 ,
 2015 , 45 , 6253 , approved , 0.0 ,
 2015 , 00 , 6492 , reserved , 197530.0 ,
 2014 , 30 , 6671 , revised , 53000.0 ,
 2014 , 35 , 6672 , revised , 25000.0 ,
 2015 , 35 , 6673 , revised , 0.0 ,
 2013 , 50 , 7311 , approved , 0.0 ,
 2014 , 10 , 6472 , executed , 0.0 ,
 2015 , 50 , 6244 , approved , 0.0 ,
 2015 , 10 , 6473 , executed , 0.0 ,
 2014 , 25 , 6662 , revised , 0.0 ,
 2014 , 45 , 6682 , revised , 0.0 ,
 2013 , 10 , 7411 , executed , 0.0 ,
 2014 , 30 , 6483 , approved , 0.0 ,
 2013 , 15 , 6483 , reserved , 0.0 ,
 2013 , 70 , 6273 , executed , 0.0 ,
 2014 , 70 , 6274 , executed , 0.0 ,
 2015 , 70 , 6275 , executed , 0.0 ,
 2014 , 50 , 6245 , approved , 0.0 ,
 2015 , 70 , 6142 , executed , 0.0 ,
 2014 , 25 , 6611 , draft , 0.0 ,
 2014 , 70 , 6141 , executed , 0.0 ,
 2013 , 10 , 6213 , executed , 0.0 ,
 2015 , 30 , 6482 , approved , 0.0 ,
 2013 , 45 , 6681 , revised , 0.0 ,
 2014 , 40 , 6251 , approved , 0.0 ,
 2013 , 30 , 6671 , revised , 31100.0 ,
 2013 , 45 , 6252 , approved , 0.0 ,
 2013 , 00 , 6493 , reserved , 0.0 ,
 2014 , 25 , 6612 , draft , 0.0 ,
 2015 , 00 , 6491 , reserved , 16000.0 ,
 2014 , 50 , 6112 , approved , 0.0 ,
 2015 , 50 , 6111 , approved , 0.0 ,
 2014 , 50 , 6244 , approved , 0.0 ,
 2014 , 10 , 6473 , executed , 0.0 ,
 2015 , 10 , 6472 , executed , 0.0 ,
 2014 , 35 , 6673 , revised , 0.0 ,
 2015 , 35 , 6672 , revised , 62977.48 ,
 2015 , 25 , 6662 , revised , 0.0 ,
 2015 , 45 , 6682 , revised , 0.0 ,
 2015 , 30 , 6483 , approved , 0.0 ,
 2013 , 50 , 7312 , approved , 0.0 ,
 2014 , 70 , 6142 , executed , 0.0 ,
 2015 , 50 , 6245 , approved , 0.0 ,
 2013 , 70 , 6272 , executed , 0.0 ,
 2014 , 70 , 6275 , executed , 0.0 ,
 2015 , 70 , 6274 , executed , 0.0 ,
