 year , adminClass , economicClass , budgetPhase , sum ,
nom,nom,nom,nom,target,
 2015 , 70 , 6699 , draft , 0.0 ,
 2013 , 10 , 6422 , revised , 6300.0 ,
 2015 , 15 , 6251 , approved , 0.0 ,
 2015 , 35 , 7511 , executed , 0.0 ,
 2014 , 10 , 6277 , reserved , 0.0 ,
 2015 , 45 , 7412 , executed , 0.0 ,
 2015 , 50 , 6236 , reserved , 0.0 ,
 2015 , 10 , 6276 , reserved , 0.0 ,
 2014 , 35 , 7512 , executed , 0.0 ,
 2014 , 45 , 7413 , executed , 0.0 ,
 2013 , 35 , 7513 , executed , 0.0 ,
 2015 , 25 , 6265 , approved , 0.0 ,
 2014 , 25 , 6264 , approved , 0.0 ,
 2013 , 20 , 6114 , reserved , 0.0 ,
 2013 , 35 , 6654 , draft , 0.0 ,
 2014 , 20 , 6111 , reserved , 0.0 ,
 2015 , 20 , 6112 , reserved , 0.0 ,
 2014 , 35 , 6653 , draft , 0.0 ,
 2015 , 35 , 6652 , draft , 0.0 ,
 2013 , 45 , 7421 , reserved , 0.0 ,
 2014 , 35 , 6254 , reserved , 0.0 ,
 2014 , 10 , 6012 , reserved , 23636.41 ,
 2015 , 10 , 6013 , reserved , 0.0 ,
 2015 , 35 , 6255 , reserved , 0.0 ,
 2013 , 35 , 7326 , reserved , 0.0 ,
 2014 , 70 , 7424 , executed , 0.0 ,
 2015 , 70 , 7425 , executed , 0.0 ,
 2013 , 20 , 7312 , reserved , 0.0 ,
 2015 , 20 , 6245 , reserved , 0.0 ,
 2015 , 10 , 6279 , reserved , 0.0 ,
 2014 , 10 , 6072 , executed , 0.0 ,
 2015 , 25 , 7331 , approved , 0.0 ,
 2013 , 30 , 7322 , reserved , 1113531.68 ,
 2014 , 20 , 6244 , reserved , 0.0 ,
 2014 , 25 , 7332 , approved , 0.0 ,
 2014 , 15 , 7322 , approved , 0.0 ,
 2015 , 15 , 7321 , approved , 0.0 ,
 2013 , 20 , 6644 , draft , 12000.0 ,
 2014 , 40 , 7422 , reserved , 0.0 ,
 2015 , 40 , 7423 , reserved , 0.0 ,
 2015 , 25 , 6266 , approved , 0.0 ,
 2014 , 30 , 7323 , reserved , 427838.65 ,
 2015 , 30 , 7324 , reserved , 505543.65 ,
 2013 , 15 , 7323 , approved , 0.0 ,
 2013 , 45 , 6621 , draft , 0.0 ,
 2014 , 35 , 6652 , draft , 0.0 ,
 2015 , 35 , 6653 , draft , 0.0 ,
 2014 , 20 , 6112 , reserved , 0.0 ,
 2015 , 20 , 6111 , reserved , 0.0 ,
 2014 , 35 , 6255 , reserved , 0.0 ,
 2014 , 10 , 6013 , reserved , 0.0 ,
 2015 , 35 , 6254 , reserved , 0.0 ,
 2015 , 10 , 6012 , reserved , 14954.9 ,
 2013 , 00 , 6117 , approved , 44625.0 ,
 2013 , 35 , 7325 , reserved , 0.0 ,
 2014 , 70 , 7425 , executed , 0.0 ,
 2015 , 70 , 7424 , executed , 0.0 ,
 2013 , 00 , 6116 , approved , 297.66 ,
 2014 , 20 , 6245 , reserved , 0.0 ,
 2015 , 10 , 6072 , executed , 0.0 ,
 2014 , 25 , 7331 , approved , 0.0 ,
 2014 , 15 , 7321 , approved , 0.0 ,
 2015 , 15 , 7322 , approved , 0.0 ,
 2013 , 30 , 7321 , reserved , 1299968.45 ,
 2013 , 20 , 7311 , reserved , 0.0 ,
 2015 , 20 , 6244 , reserved , 0.0 ,
 2015 , 25 , 7332 , approved , 0.0 ,
 2014 , 25 , 6266 , approved , 0.0 ,
 2014 , 40 , 7423 , reserved , 0.0 ,
 2015 , 40 , 7422 , reserved , 0.0 ,
 2013 , 40 , 6484 , reserved , 0.0 ,
 2013 , 30 , 6651 , draft , 0.0 ,
 2013 , 70 , 6061 , approved , 0.0 ,
 2013 , 15 , 7324 , approved , 0.0 ,
 2013 , 15 , 7135 , executed , 3275.0 ,
 2014 , 30 , 7324 , reserved , 46779.68 ,
 2015 , 30 , 7323 , reserved , 1259456.01 ,
 2014 , 35 , 7321 , reserved , 0.0 ,
 2015 , 35 , 7322 , reserved , 0.0 ,
 2014 , 45 , 6484 , reserved , 0.0 ,
 2013 , 35 , 7324 , reserved , 0.0 ,
 2013 , 45 , 7423 , reserved , 0.0 ,
 2014 , 35 , 6651 , draft , 0.0 ,
 2015 , 50 , 6635 , draft , 0.0 ,
 2014 , 25 , 7334 , approved , 0.0 ,
 2014 , 40 , 6621 , draft , 0.0 ,
 2013 , 00 , 6113 , approved , 0.0 ,
 2015 , 15 , 7132 , executed , 0.0 ,
 2014 , 20 , 6641 , draft , 230000.0 ,
 2014 , 20 , 6242 , reserved , 0.0 ,
 2015 , 25 , 7333 , approved , 0.0 ,
 2015 , 30 , 6654 , draft , 0.0 ,
 2015 , 20 , 6243 , reserved , 0.0 ,
 2013 , 30 , 6255 , reserved , 0.0 ,
 2014 , 15 , 6255 , approved , 0.0 ,
 2015 , 15 , 6254 , approved , 0.0 ,
 2013 , 30 , 6652 , draft , 0.0 ,
 2013 , 20 , 6642 , draft , 0.0 ,
 2015 , 00 , 6111 , approved , 0.0 ,
 2013 , 70 , 6062 , approved , 0.0 ,
 2014 , 15 , 7131 , executed , 0.0 ,
 2014 , 30 , 7325 , reserved , 0.0 ,
 2015 , 30 , 7326 , reserved , 2114556.08 ,
 2013 , 15 , 7325 , approved , 0.0 ,
 2013 , 15 , 7134 , executed , 0.0 ,
 2013 , 25 , 7335 , approved , 0.0 ,
 2015 , 40 , 7421 , reserved , 0.0 ,
 2015 , 70 , 6471 , reserved , 0.0 ,
 2013 , 20 , 6115 , reserved , 0.0 ,
 2014 , 35 , 7322 , reserved , 0.0 ,
 2015 , 35 , 7321 , reserved , 0.0 ,
 2015 , 45 , 6484 , reserved , 0.0 ,
 2013 , 35 , 7323 , reserved , 0.0 ,
 2013 , 45 , 7422 , reserved , 0.0 ,
 2014 , 50 , 6635 , draft , 0.0 ,
 2015 , 35 , 6651 , draft , 0.0 ,
 2015 , 25 , 7334 , approved , 0.0 ,
 2015 , 40 , 6621 , draft , 0.0 ,
 2014 , 15 , 7132 , executed , 0.0 ,
 2015 , 20 , 6641 , draft , 268000.0 ,
 2015 , 20 , 6242 , reserved , 0.0 ,
 2014 , 25 , 7333 , approved , 0.0 ,
 2014 , 30 , 6654 , draft , 0.0 ,
 2014 , 20 , 6243 , reserved , 0.0 ,
 2014 , 15 , 6254 , approved , 0.0 ,
 2015 , 15 , 6255 , approved , 0.0 ,
 2013 , 30 , 6254 , reserved , 0.0 ,
 2013 , 20 , 6643 , draft , 0.0 ,
 2013 , 30 , 6653 , draft , 0.0 ,
 2014 , 00 , 6111 , approved , 0.0 ,
 2013 , 15 , 7326 , approved , 0.0 ,
 2013 , 25 , 7336 , approved , 0.0 ,
 2013 , 15 , 7133 , executed , 0.0 ,
 2014 , 30 , 7326 , reserved , 207997.37 ,
 2015 , 15 , 7131 , executed , 0.0 ,
 2015 , 30 , 7325 , reserved , 0.0 ,
 2014 , 70 , 6471 , reserved , 0.0 ,
 2013 , 70 , 6063 , approved , 0.0 ,
 2014 , 40 , 7421 , reserved , 0.0 ,
 2013 , 50 , 6635 , draft , 0.0 ,
 2014 , 35 , 7323 , reserved , 0.0 ,
 2014 , 45 , 7422 , reserved , 0.0 ,
 2015 , 35 , 7324 , reserved , 0.0 ,
 2015 , 45 , 7423 , reserved , 0.0 ,
 2013 , 35 , 7322 , reserved , 0.0 ,
 2014 , 20 , 6115 , reserved , 0.0 ,
 2013 , 40 , 7421 , reserved , 0.0 ,
 2014 , 70 , 6063 , approved , 0.0 ,
 2015 , 25 , 7335 , approved , 0.0 ,
 2015 , 15 , 7134 , executed , 0.0 ,
 2013 , 70 , 6471 , reserved , 0.0 ,
 2013 , 30 , 7326 , reserved , 105986.84 ,
 2014 , 25 , 7336 , approved , 0.0 ,
 2014 , 15 , 7133 , executed , 0.0 ,
 2015 , 70 , 6062 , approved , 0.0 ,
 2014 , 15 , 7326 , approved , 0.0 ,
 2015 , 15 , 7325 , approved , 0.0 ,
 2013 , 00 , 6111 , approved , 0.0 ,
 2014 , 30 , 6653 , draft , 0.0 ,
 2015 , 30 , 6652 , draft , 0.0 ,
 2015 , 20 , 6642 , draft , 0.0 ,
 2014 , 30 , 6254 , reserved , 0.0 ,
 2014 , 20 , 6643 , draft , 0.0 ,
 2015 , 30 , 6255 , reserved , 0.0 ,
 2013 , 15 , 6254 , approved , 0.0 ,
 2013 , 25 , 7333 , approved , 0.0 ,
 2013 , 20 , 6243 , reserved , 0.0 ,
 2013 , 30 , 6654 , draft , 0.0 ,
 2013 , 15 , 7132 , executed , 0.0 ,
 2015 , 00 , 6113 , approved , 0.0 ,
 2013 , 35 , 6651 , draft , 0.0 ,
 2014 , 35 , 7324 , reserved , 0.0 ,
 2014 , 45 , 7423 , reserved , 0.0 ,
 2015 , 45 , 7422 , reserved , 0.0 ,
 2015 , 35 , 7323 , reserved , 0.0 ,
 2013 , 45 , 6484 , reserved , 0.0 ,
 2013 , 35 , 7321 , reserved , 0.0 ,
 2015 , 20 , 6115 , reserved , 0.0 ,
 2014 , 25 , 7335 , approved , 0.0 ,
 2014 , 15 , 7134 , executed , 0.0 ,
 2015 , 70 , 6063 , approved , 0.0 ,
 2014 , 15 , 7325 , approved , 0.0 ,
 2015 , 15 , 7326 , approved , 56222.27 ,
 2013 , 30 , 7325 , reserved , 296561.04 ,
 2013 , 15 , 7131 , executed , 0.0 ,
 2014 , 70 , 6062 , approved , 0.0 ,
 2015 , 25 , 7336 , approved , 0.0 ,
 2015 , 15 , 7133 , executed , 0.0 ,
 2014 , 30 , 6652 , draft , 0.0 ,
 2014 , 20 , 6642 , draft , 0.0 ,
 2015 , 30 , 6653 , draft , 0.0 ,
 2013 , 15 , 6255 , approved , 0.0 ,
 2014 , 30 , 6255 , reserved , 0.0 ,
 2015 , 30 , 6254 , reserved , 0.0 ,
 2015 , 20 , 6643 , draft , 0.0 ,
 2013 , 20 , 6641 , draft , 278000.0 ,
 2013 , 20 , 6242 , reserved , 0.0 ,
 2014 , 00 , 6113 , approved , 0.0 ,
 2013 , 40 , 6621 , draft , 0.0 ,
 2013 , 25 , 7334 , approved , 0.0 ,
 2013 , 70 , 7425 , executed , 0.0 ,
 2014 , 00 , 6117 , approved , 4182.0 ,
 2014 , 35 , 7325 , reserved , 0.0 ,
 2015 , 35 , 7326 , reserved , 0.0 ,
 2013 , 35 , 6255 , reserved , 0.0 ,
 2013 , 10 , 6013 , reserved , 0.0 ,
 2015 , 45 , 7421 , reserved , 0.0 ,
 2013 , 20 , 6112 , reserved , 0.0 ,
 2013 , 35 , 6652 , draft , 0.0 ,
 2014 , 45 , 6621 , draft , 0.0 ,
 2015 , 35 , 6654 , draft , 0.0 ,
 2015 , 20 , 6114 , reserved , 0.0 ,
 2013 , 30 , 7324 , reserved , 35173.02 ,
 2014 , 15 , 7135 , executed , 0.0 ,
 2014 , 15 , 7324 , approved , 0.0 ,
 2015 , 15 , 7323 , approved , 0.0 ,
 2014 , 30 , 6651 , draft , 0.0 ,
 2014 , 70 , 6061 , approved , 0.0 ,
 2014 , 40 , 6484 , reserved , 0.0 ,
 2013 , 40 , 7423 , reserved , 0.0 ,
 2015 , 20 , 6644 , draft , 0.0 ,
 2013 , 25 , 6266 , approved , 0.0 ,
 2014 , 30 , 7321 , reserved , 130764.62 ,
 2014 , 20 , 7311 , reserved , 0.0 ,
 2015 , 30 , 7322 , reserved , 909148.23 ,
 2013 , 15 , 7321 , approved , 0.0 ,
 2013 , 25 , 7331 , approved , 0.0 ,
 2013 , 20 , 6245 , reserved , 0.0 ,
 2014 , 00 , 6116 , approved , 0.0 ,
 2015 , 20 , 7312 , reserved , 0.0 ,
 2013 , 70 , 7424 , executed , 0.0 ,
 2014 , 35 , 7326 , reserved , 154175.44 ,
 2015 , 00 , 6117 , approved , 0.0 ,
 2015 , 35 , 7325 , reserved , 0.0 ,
 2013 , 35 , 6254 , reserved , 0.0 ,
 2013 , 10 , 6012 , reserved , 3870.71 ,
 2014 , 45 , 7421 , reserved , 0.0 ,
 2013 , 35 , 6653 , draft , 0.0 ,
 2013 , 20 , 6111 , reserved , 0.0 ,
 2014 , 35 , 6654 , draft , 0.0 ,
 2015 , 45 , 6621 , draft , 0.0 ,
 2014 , 20 , 6114 , reserved , 0.0 ,
 2014 , 15 , 7323 , approved , 0.0 ,
 2015 , 15 , 7324 , approved , 0.0 ,
 2013 , 30 , 7323 , reserved , 228971.26 ,
 2015 , 15 , 7135 , executed , 0.0 ,
 2015 , 40 , 6484 , reserved , 0.0 ,
 2015 , 70 , 6061 , approved , 0.0 ,
 2015 , 30 , 6651 , draft , 0.0 ,
 2013 , 40 , 7422 , reserved , 0.0 ,
 2014 , 20 , 6644 , draft , 15000.0 ,
 2013 , 15 , 7322 , approved , 0.0 ,
 2013 , 25 , 7332 , approved , 0.0 ,
 2013 , 20 , 6244 , reserved , 0.0 ,
 2014 , 30 , 7322 , reserved , 10349.2 ,
 2015 , 30 , 7321 , reserved , 364257.26 ,
 2015 , 20 , 7311 , reserved , 0.0 ,
 2013 , 10 , 6072 , executed , 0.0 ,
 2014 , 20 , 7312 , reserved , 0.0 ,
 2015 , 00 , 6116 , approved , 0.0 ,
 2013 , 30 , 7335 , approved , 0.0 ,
 2014 , 15 , 7335 , reserved , 0.0 ,
 2014 , 25 , 7325 , reserved , 0.0 ,
 2015 , 25 , 7326 , reserved , 0.0 ,
 2015 , 15 , 7336 , reserved , 0.0 ,
 2013 , 25 , 6652 , draft , 0.0 ,
 2013 , 25 , 6255 , reserved , 0.0 ,
 2015 , 50 , 6211 , executed , 0.0 ,
 2015 , 70 , 6231 , executed , 0.0 ,
 2015 , 30 , 7333 , approved , 176305.36 ,
 2015 , 25 , 6654 , draft , 0.0 ,
 2013 , 10 , 6242 , approved , 0.0 ,
 2014 , 30 , 7334 , approved , 0.0 ,
 2013 , 15 , 7334 , reserved , 0.0 ,
 2015 , 70 , 6042 , approved , 0.0 ,
 2013 , 35 , 6266 , approved , 0.0 ,
 2015 , 00 , 6071 , executed , 0.0 ,
 2013 , 35 , 7331 , approved , 0.0 ,
 2013 , 00 , 6073 , executed , 0.0 ,
 2015 , 50 , 6022 , approved , 0.0 ,
 2015 , 10 , 6115 , approved , 0.0 ,
 2015 , 15 , 7335 , reserved , 0.0 ,
 2015 , 10 , 6117 , approved , 0.0 ,
 2014 , 15 , 7336 , reserved , 0.0 ,
 2013 , 30 , 7336 , approved , 129184.25 ,
 2014 , 25 , 7326 , reserved , 0.0 ,
 2015 , 25 , 7325 , reserved , 0.0 ,
 2013 , 25 , 6653 , draft , 0.0 ,
 2013 , 25 , 6254 , reserved , 0.0 ,
 2014 , 70 , 6231 , executed , 0.0 ,
 2014 , 50 , 6211 , executed , 0.0 ,
 2013 , 15 , 7333 , reserved , 0.0 ,
 2013 , 50 , 6474 , executed , 0.0 ,
 2014 , 30 , 7333 , approved , 74198.43 ,
 2014 , 25 , 6654 , draft , 0.0 ,
 2013 , 10 , 6243 , approved , 0.0 ,
 2013 , 70 , 6236 , executed , 0.0 ,
 2015 , 30 , 7334 , approved , 0.0 ,
 2014 , 70 , 6042 , approved , 0.0 ,
 2014 , 00 , 6071 , executed , 0.0 ,
 2013 , 35 , 7332 , approved , 18446.9 ,
 2014 , 50 , 6022 , approved , 0.0 ,
 2014 , 10 , 6115 , approved , 0.0 ,
 2013 , 80 , 8212 , approved , 0.0 ,
 2014 , 25 , 7323 , reserved , 0.0 ,
 2014 , 50 , 6212 , executed , 0.0 ,
 2015 , 25 , 7324 , reserved , 0.0 ,
 2015 , 50 , 6213 , executed , 0.0 ,
 2013 , 70 , 7111 , approved , 0.0 ,
 2014 , 70 , 6232 , executed , 0.0 ,
 2015 , 70 , 6233 , executed , 0.0 ,
 2015 , 30 , 6266 , approved , 0.0 ,
 2013 , 25 , 7322 , reserved , 0.0 ,
 2014 , 30 , 7332 , approved , 0.0 ,
 2013 , 15 , 7332 , reserved , 0.0 ,
 2015 , 30 , 7331 , approved , 0.0 ,
 2013 , 10 , 6244 , approved , 0.0 ,
 2013 , 50 , 6473 , executed , 0.0 ,
 2015 , 10 , 7311 , approved , 0.0 ,
 2013 , 70 , 6235 , executed , 0.0 ,
 2014 , 10 , 7312 , approved , 0.0 ,
 2015 , 50 , 7411 , executed , 0.0 ,
 2014 , 70 , 6041 , approved , 0.0 ,
 2014 , 35 , 7336 , approved , 0.0 ,
 2015 , 35 , 7335 , approved , 0.0 ,
 2013 , 10 , 6111 , approved , 0.0 ,
 2013 , 20 , 6012 , approved , 9176.15 ,
 2013 , 35 , 7333 , approved , 0.0 ,
 2013 , 80 , 8211 , approved , 0.0 ,
 2014 , 50 , 6021 , approved , 0.0 ,
 2014 , 10 , 6114 , approved , 0.0 ,
 2013 , 80 , 8511 , executed , 0.0 ,
 2014 , 25 , 7324 , reserved , 0.0 ,
 2014 , 50 , 6213 , executed , 0.0 ,
 2015 , 25 , 7323 , reserved , 0.0 ,
 2015 , 50 , 6212 , executed , 0.0 ,
 2013 , 70 , 7112 , approved , 0.0 ,
 2013 , 25 , 6651 , draft , 0.0 ,
 2014 , 70 , 6233 , executed , 0.0 ,
 2015 , 70 , 6232 , executed , 4848.0 ,
 2014 , 30 , 6266 , approved , 0.0 ,
 2013 , 15 , 6266 , reserved , 615.0 ,
 2013 , 25 , 7321 , reserved , 0.0 ,
 2015 , 30 , 7332 , approved , 0.0 ,
 2013 , 15 , 7331 , reserved , 0.0 ,
 2013 , 50 , 6472 , executed , 0.0 ,
 2014 , 10 , 7311 , approved , 0.0 ,
 2014 , 30 , 7331 , approved , 8362.66 ,
 2013 , 10 , 6245 , approved , 3405.66 ,
 2015 , 10 , 7312 , approved , 0.0 ,
 2013 , 70 , 6234 , executed , 0.0 ,
 2013 , 20 , 6279 , approved , 546421.03 ,
 2014 , 50 , 7411 , executed , 0.0 ,
 2015 , 35 , 7336 , approved , 0.0 ,
 2015 , 70 , 6041 , approved , 0.0 ,
 2014 , 35 , 7335 , approved , 0.0 ,
 2013 , 10 , 6112 , approved , 335.0 ,
 2013 , 20 , 6013 , approved , 0.0 ,
 2013 , 35 , 7334 , approved , 0.0 ,
 2015 , 10 , 6114 , approved , 0.0 ,
 2015 , 50 , 6021 , approved , 0.0 ,
 2013 , 00 , 6074 , executed , 0.0 ,
 2013 , 50 , 7411 , executed , 0.0 ,
 2014 , 20 , 6279 , approved , 39692.38 ,
 2014 , 70 , 6234 , executed , 0.0 ,
 2015 , 70 , 6235 , executed , 0.0 ,
 2014 , 10 , 6245 , approved , 3405.66 ,
 2013 , 30 , 7331 , approved , 35938.96 ,
 2013 , 10 , 7311 , approved , 0.0 ,
 2014 , 15 , 7331 , reserved , 0.0 ,
 2014 , 50 , 6472 , executed , 0.0 ,
 2015 , 50 , 6473 , executed , 0.0 ,
 2015 , 10 , 6244 , approved , 0.0 ,
 2014 , 25 , 7321 , reserved , 0.0 ,
 2015 , 25 , 7322 , reserved , 0.0 ,
 2015 , 15 , 7332 , reserved , 0.0 ,
 2014 , 15 , 6266 , reserved , 0.0 ,
 2013 , 30 , 6266 , approved , 0.0 ,
 2013 , 70 , 6233 , executed , 0.0 ,
 2014 , 25 , 6651 , draft , 0.0 ,
 2014 , 70 , 7112 , approved , 0.0 ,
 2013 , 25 , 7324 , reserved , 0.0 ,
 2013 , 50 , 6213 , executed , 0.0 ,
 2015 , 70 , 7111 , approved , 0.0 ,
 2014 , 00 , 6074 , executed , 0.0 ,
 2015 , 80 , 8511 , executed , 0.0 ,
 2015 , 80 , 8211 , approved , 0.0 ,
 2014 , 35 , 7334 , approved , 0.0 ,
 2015 , 35 , 7333 , approved , 0.0 ,
 2014 , 20 , 6013 , approved , 0.0 ,
 2015 , 20 , 6012 , approved , 11292.89 ,
 2014 , 10 , 6112 , approved , 0.0 ,
 2015 , 10 , 6111 , approved , 0.0 ,
 2013 , 35 , 7335 , approved , 0.0 ,
 2015 , 20 , 6279 , approved , 0.0 ,
 2013 , 10 , 7312 , approved , 0.0 ,
 2015 , 10 , 6245 , approved , 0.0 ,
 2014 , 70 , 6235 , executed , 0.0 ,
 2015 , 70 , 6234 , executed , 0.0 ,
 2014 , 50 , 6473 , executed , 0.0 ,
 2014 , 10 , 6244 , approved , 0.0 ,
 2015 , 15 , 7331 , reserved , 219999.7 ,
 2015 , 50 , 6472 , executed , 0.0 ,
 2014 , 15 , 7332 , reserved , 0.0 ,
 2013 , 30 , 7332 , approved , 18575.02 ,
 2014 , 25 , 7322 , reserved , 0.0 ,
 2015 , 25 , 7321 , reserved , 0.0 ,
 2015 , 15 , 6266 , reserved , 0.0 ,
 2013 , 70 , 6232 , executed , 0.0 ,
 2015 , 70 , 7112 , approved , 0.0 ,
 2015 , 25 , 6651 , draft , 0.0 ,
 2014 , 70 , 7111 , approved , 0.0 ,
 2013 , 25 , 7323 , reserved , 0.0 ,
 2013 , 50 , 6212 , executed , 0.0 ,
 2014 , 80 , 8511 , executed , 0.0 ,
 2015 , 00 , 6074 , executed , 0.0 ,
 2013 , 10 , 6114 , approved , 0.0 ,
 2015 , 35 , 7334 , approved , 0.0 ,
 2013 , 50 , 6021 , approved , 0.0 ,
 2014 , 80 , 8211 , approved , 0.0 ,
 2014 , 35 , 7333 , approved , 0.0 ,
 2014 , 20 , 6012 , approved , 11173.43 ,
 2015 , 20 , 6013 , approved , 0.0 ,
 2014 , 10 , 6111 , approved , 0.0 ,
 2015 , 10 , 6112 , approved , 0.0 ,
 2013 , 35 , 7336 , approved , 0.0 ,
 2013 , 70 , 6041 , approved , 0.0 ,
 2014 , 70 , 6236 , executed , 0.0 ,
 2015 , 15 , 7334 , reserved , 0.0 ,
 2014 , 10 , 6243 , approved , 0.0 ,
 2013 , 30 , 7333 , approved , 129883.57 ,
 2013 , 25 , 6654 , draft , 0.0 ,
 2014 , 15 , 7333 , reserved , 0.0 ,
 2014 , 50 , 6474 , executed , 0.0 ,
 2015 , 10 , 6242 , approved , 0.0 ,
 2013 , 50 , 6211 , executed , 0.0 ,
 2013 , 70 , 6231 , executed , 0.0 ,
 2014 , 25 , 6254 , reserved , 0.0 ,
 2015 , 25 , 6255 , reserved , 0.0 ,
 2014 , 25 , 6653 , draft , 0.0 ,
 2015 , 25 , 6652 , draft , 0.0 ,
 2013 , 25 , 7326 , reserved , 0.0 ,
 2014 , 30 , 7336 , approved , 0.0 ,
 2013 , 15 , 7336 , reserved , 0.0 ,
 2015 , 30 , 7335 , approved , 0.0 ,
 2014 , 80 , 8212 , approved , 0.0 ,
 2013 , 10 , 6115 , approved , 0.0 ,
 2013 , 50 , 6022 , approved , 0.0 ,
 2015 , 00 , 6073 , executed , 1000.0 ,
 2014 , 35 , 7332 , approved , 0.0 ,
 2015 , 35 , 7331 , approved , 0.0 ,
 2013 , 00 , 6071 , executed , 0.0 ,
 2015 , 35 , 6266 , approved , 0.0 ,
 2013 , 70 , 6042 , approved , 0.0 ,
 2014 , 15 , 7334 , reserved , 0.0 ,
 2013 , 30 , 7334 , approved , 0.0 ,
 2015 , 70 , 6236 , executed , 0.0 ,
 2015 , 10 , 6243 , approved , 0.0 ,
 2014 , 10 , 6242 , approved , 0.0 ,
 2015 , 50 , 6474 , executed , 0.0 ,
 2015 , 15 , 7333 , reserved , 0.0 ,
 2014 , 25 , 6255 , reserved , 0.0 ,
 2015 , 25 , 6254 , reserved , 0.0 ,
 2014 , 25 , 6652 , draft , 0.0 ,
 2015 , 25 , 6653 , draft , 0.0 ,
 2013 , 25 , 7325 , reserved , 0.0 ,
 2015 , 30 , 7336 , approved , 0.0 ,
 2013 , 15 , 7335 , reserved , 0.0 ,
 2014 , 30 , 7335 , approved , 0.0 ,
 2015 , 80 , 8212 , approved , 0.0 ,
 2014 , 00 , 6073 , executed , 6320.0 ,
 2015 , 35 , 7332 , approved , 0.0 ,
 2014 , 35 , 7331 , approved , 0.0 ,
 2014 , 35 , 6266 , approved , 0.0 ,
 2014 , 15 , 6262 , reserved , 0.0 ,
 2014 , 20 , 6142 , approved , 0.0 ,
 2013 , 30 , 6262 , approved , 1200.0 ,
 2013 , 20 , 6272 , approved , 0.0 ,
 2013 , 00 , 6722 , draft , 2000.0 ,
 2014 , 20 , 6275 , approved , 6000.0 ,
 2014 , 40 , 6462 , executed , 0.0 ,
 2015 , 20 , 6274 , approved , 0.0 ,
 2014 , 10 , 6241 , approved , 0.0 ,
 2015 , 40 , 6463 , executed , 0.0 ,
 2013 , 15 , 6699 , revised , 0.0 ,
 2013 , 30 , 6322 , executed , 10787.1 ,
 2014 , 00 , 6725 , draft , 0.0 ,
 2015 , 00 , 6724 , draft , 0.0 ,
 2013 , 15 , 6261 , reserved , 740.46 ,
 2014 , 25 , 6252 , reserved , 0.0 ,
 2015 , 25 , 6253 , reserved , 0.0 ,
 2015 , 20 , 6141 , approved , 0.0 ,
 2015 , 15 , 6263 , reserved , 0.0 ,
 2014 , 30 , 6261 , approved , 0.0 ,
 2014 , 40 , 6162 , approved , 0.0 ,
 2013 , 45 , 6461 , executed , 0.0 ,
 2015 , 25 , 7512 , executed , 0.0 ,
 2013 , 00 , 6423 , revised , 1000.0 ,
 2014 , 25 , 7511 , executed , 0.0 ,
 2015 , 35 , 6264 , approved , 0.0 ,
 2013 , 00 , 6721 , draft , 5000.0 ,
 2014 , 35 , 6265 , approved , 0.0 ,
 2014 , 50 , 7424 , reserved , 0.0 ,
 2015 , 50 , 7425 , reserved , 0.0 ,
 2014 , 10 , 6692 , revised , 0.0 ,
 2015 , 10 , 6693 , revised , 0.0 ,
 2013 , 00 , 6723 , draft , 123102.95 ,
 2013 , 20 , 6273 , approved , 6959.34 ,
 2014 , 20 , 6274 , approved , 0.0 ,
 2015 , 20 , 6275 , approved , 0.0 ,
 2015 , 40 , 6462 , executed , 0.0 ,
 2015 , 20 , 6142 , approved , 0.0 ,
 2015 , 15 , 6262 , reserved , 0.0 ,
 2014 , 40 , 6463 , executed , 0.0 ,
 2015 , 10 , 6241 , approved , 0.0 ,
 2014 , 00 , 6724 , draft , 0.0 ,
 2015 , 00 , 6725 , draft , 0.0 ,
 2013 , 30 , 6263 , approved , 3493.2 ,
 2015 , 30 , 6261 , approved , 0.0 ,
 2014 , 20 , 6141 , approved , 0.0 ,
 2014 , 25 , 6253 , reserved , 0.0 ,
 2014 , 15 , 6263 , reserved , 0.0 ,
 2015 , 25 , 6252 , reserved , 0.0 ,
 2015 , 40 , 6162 , approved , 0.0 ,
 2013 , 30 , 6321 , executed , 0.0 ,
 2013 , 00 , 6422 , revised , 1000.0 ,
 2014 , 25 , 7512 , executed , 0.0 ,
 2015 , 25 , 7511 , executed , 0.0 ,
 2014 , 35 , 6264 , approved , 0.0 ,
 2014 , 50 , 7425 , reserved , 0.0 ,
 2015 , 50 , 7424 , reserved , 0.0 ,
 2013 , 25 , 7513 , executed , 0.0 ,
 2015 , 35 , 6265 , approved , 0.0 ,
 2014 , 10 , 6693 , revised , 0.0 ,
 2015 , 10 , 6692 , revised , 0.0 ,
 2015 , 25 , 6251 , reserved , 0.0 ,
 2015 , 40 , 6461 , executed , 0.0 ,
 2014 , 20 , 6277 , approved , 0.0 ,
 2015 , 20 , 6276 , approved , 0.0 ,
 2015 , 15 , 6265 , reserved , 2460.0 ,
 2014 , 15 , 6264 , reserved , 0.0 ,
 2013 , 30 , 6264 , approved , 13750.84 ,
 2015 , 50 , 6471 , executed , 0.0 ,
 2015 , 00 , 6726 , draft , 0.0 ,
 2013 , 45 , 6463 , executed , 0.0 ,
 2015 , 10 , 6691 , revised , 2000.0 ,
 2013 , 00 , 6421 , revised , 5000.0 ,
 2015 , 70 , 6682 , draft , 0.0 ,
